,fear,negative,sadness,positive,trust,surprise,anticipation,joy,anger,disgust
1020,8.0,15.0,7.0,6.0,15.0,1.0,6.0,1.0,3.0,1.0
1021,1.0,3.0,2.0,4.0,3.0,,,1.0,,
1022,5.0,9.0,1.0,29.0,14.0,1.0,14.0,7.0,4.0,
1023,3.0,4.0,2.0,4.0,6.0,1.0,3.0,3.0,3.0,2.0
1024,2.0,5.0,1.0,14.0,6.0,2.0,5.0,4.0,5.0,1.0
1025,2.0,5.0,1.0,14.0,6.0,2.0,5.0,4.0,5.0,1.0
1026,2.0,5.0,1.0,14.0,6.0,2.0,5.0,4.0,5.0,1.0
1027,3.0,5.0,1.0,12.0,4.0,,4.0,,1.0,
1028,3.0,5.0,1.0,12.0,4.0,,4.0,,1.0,
1029,5.0,5.0,2.0,38.0,16.0,2.0,12.0,3.0,1.0,
1030,7.0,7.0,2.0,38.0,16.0,2.0,12.0,3.0,1.0,
1031,2.0,11.0,3.0,9.0,10.0,1.0,7.0,,1.0,2.0
1032,3.0,12.0,4.0,13.0,12.0,1.0,9.0,,1.0,2.0
1033,12.0,18.0,4.0,15.0,12.0,,3.0,3.0,2.0,2.0
1034,6.0,6.0,3.0,17.0,13.0,3.0,8.0,10.0,2.0,2.0
1035,7.0,14.0,4.0,37.0,13.0,5.0,14.0,11.0,5.0,2.0
1036,7.0,14.0,4.0,37.0,13.0,5.0,14.0,11.0,5.0,2.0
1037,3.0,12.0,4.0,51.0,28.0,6.0,22.0,11.0,5.0,1.0
1038,4.0,7.0,2.0,4.0,6.0,,1.0,,,
1039,20.0,27.0,15.0,34.0,23.0,5.0,11.0,10.0,13.0,8.0
1040,1.0,1.0,,2.0,1.0,,,1.0,,
1041,1.0,1.0,,2.0,1.0,,,1.0,,
1042,1.0,1.0,,2.0,1.0,,,1.0,,
1043,11.0,11.0,2.0,40.0,14.0,5.0,17.0,4.0,3.0,1.0
1044,7.0,11.0,3.0,24.0,11.0,2.0,12.0,1.0,4.0,2.0
1045,11.0,14.0,9.0,28.0,13.0,5.0,11.0,4.0,3.0,6.0
1046,8.0,11.0,8.0,14.0,10.0,3.0,9.0,2.0,3.0,5.0
1047,8.0,11.0,8.0,14.0,10.0,3.0,9.0,2.0,3.0,5.0
1048,8.0,14.0,8.0,18.0,16.0,4.0,8.0,4.0,3.0,2.0
1049,3.0,5.0,,14.0,7.0,4.0,11.0,4.0,1.0,
1050,5.0,3.0,1.0,20.0,9.0,6.0,15.0,5.0,2.0,
1051,5.0,3.0,1.0,20.0,9.0,6.0,15.0,5.0,2.0,
1052,18.0,27.0,13.0,33.0,22.0,9.0,26.0,13.0,12.0,6.0
1053,16.0,23.0,13.0,43.0,14.0,4.0,20.0,5.0,7.0,5.0
1054,18.0,27.0,13.0,34.0,22.0,9.0,26.0,13.0,12.0,6.0
1055,38.0,22.0,5.0,61.0,35.0,14.0,38.0,24.0,5.0,
1056,21.0,39.0,18.0,44.0,34.0,8.0,26.0,7.0,14.0,9.0
1057,20.0,32.0,17.0,30.0,27.0,6.0,22.0,6.0,14.0,11.0
1058,8.0,11.0,5.0,18.0,9.0,5.0,6.0,3.0,4.0,4.0
1059,38.0,22.0,5.0,61.0,35.0,14.0,39.0,24.0,5.0,
1060,1.0,5.0,1.0,22.0,13.0,,6.0,1.0,3.0,1.0
1061,2.0,6.0,2.0,24.0,16.0,,9.0,1.0,6.0,2.0
1062,2.0,6.0,2.0,24.0,16.0,,9.0,1.0,6.0,2.0
1063,2.0,6.0,2.0,24.0,16.0,,9.0,1.0,6.0,2.0
1064,2.0,6.0,2.0,24.0,16.0,,9.0,1.0,6.0,2.0
1065,8.0,8.0,3.0,10.0,6.0,2.0,5.0,2.0,2.0,3.0
1066,8.0,8.0,3.0,10.0,6.0,2.0,4.0,2.0,1.0,3.0
1067,,1.0,2.0,16.0,4.0,3.0,6.0,4.0,2.0,
1068,15.0,20.0,10.0,18.0,15.0,1.0,13.0,2.0,3.0,2.0
1069,18.0,27.0,11.0,23.0,18.0,2.0,16.0,2.0,6.0,2.0
1070,15.0,31.0,12.0,47.0,36.0,7.0,19.0,11.0,14.0,3.0
1071,5.0,13.0,6.0,29.0,9.0,7.0,16.0,7.0,7.0,4.0
1072,3.0,5.0,2.0,10.0,5.0,3.0,3.0,1.0,4.0,2.0
1073,4.0,12.0,6.0,32.0,9.0,7.0,18.0,8.0,7.0,4.0
1074,6.0,6.0,3.0,11.0,5.0,2.0,4.0,,9.0,2.0
1075,8.0,11.0,8.0,17.0,10.0,3.0,10.0,4.0,4.0,2.0
1076,8.0,11.0,8.0,17.0,10.0,3.0,10.0,4.0,4.0,2.0
1077,3.0,6.0,3.0,14.0,5.0,3.0,6.0,2.0,2.0,
1078,12.0,21.0,12.0,23.0,20.0,5.0,13.0,6.0,9.0,2.0
1079,12.0,21.0,12.0,23.0,20.0,5.0,13.0,6.0,9.0,2.0
1080,8.0,12.0,2.0,37.0,21.0,6.0,13.0,11.0,5.0,1.0
1081,18.0,21.0,2.0,44.0,26.0,5.0,17.0,8.0,15.0,3.0
1082,18.0,21.0,2.0,44.0,26.0,5.0,17.0,8.0,15.0,3.0
1083,42.0,79.0,36.0,103.0,54.0,12.0,47.0,14.0,32.0,17.0
1084,9.0,10.0,4.0,4.0,,4.0,6.0,,4.0,2.0
1085,3.0,3.0,,14.0,6.0,,4.0,1.0,2.0,
1086,5.0,7.0,1.0,39.0,15.0,,8.0,7.0,5.0,
1087,5.0,7.0,1.0,35.0,13.0,,7.0,7.0,5.0,
1088,5.0,3.0,1.0,10.0,7.0,2.0,3.0,2.0,,
1089,9.0,5.0,2.0,16.0,7.0,3.0,4.0,2.0,,
1090,11.0,9.0,3.0,23.0,11.0,6.0,10.0,3.0,,
1091,2.0,,,13.0,5.0,3.0,7.0,7.0,1.0,
1092,2.0,,,13.0,5.0,3.0,7.0,7.0,1.0,
1093,10.0,10.0,8.0,18.0,8.0,3.0,13.0,4.0,2.0,
1094,10.0,13.0,2.0,37.0,16.0,11.0,11.0,15.0,2.0,
1095,10.0,13.0,2.0,37.0,16.0,11.0,11.0,15.0,2.0,
1096,10.0,13.0,2.0,37.0,16.0,11.0,11.0,15.0,2.0,
1097,22.0,20.0,2.0,21.0,18.0,3.0,11.0,9.0,6.0,1.0
1098,21.0,51.0,29.0,29.0,32.0,6.0,17.0,3.0,16.0,11.0
1099,21.0,51.0,29.0,29.0,32.0,6.0,17.0,3.0,16.0,11.0
1100,11.0,20.0,9.0,38.0,20.0,5.0,21.0,6.0,4.0,2.0
1101,13.0,21.0,10.0,49.0,33.0,6.0,25.0,10.0,5.0,2.0
1102,17.0,18.0,7.0,40.0,23.0,5.0,23.0,8.0,6.0,3.0
1103,4.0,9.0,7.0,13.0,4.0,1.0,7.0,1.0,2.0,
1104,5.0,10.0,8.0,13.0,4.0,1.0,7.0,1.0,2.0,
1105,18.0,22.0,17.0,41.0,27.0,6.0,19.0,5.0,6.0,1.0
1106,44.0,77.0,40.0,95.0,55.0,17.0,39.0,23.0,29.0,18.0
1107,28.0,14.0,12.0,31.0,21.0,4.0,19.0,3.0,5.0,1.0
1108,28.0,14.0,12.0,31.0,21.0,4.0,19.0,3.0,5.0,1.0
1109,33.0,50.0,23.0,77.0,45.0,11.0,31.0,17.0,15.0,5.0
1110,14.0,19.0,4.0,12.0,11.0,2.0,5.0,2.0,12.0,1.0
1111,9.0,9.0,6.0,17.0,12.0,,9.0,1.0,,
1112,14.0,14.0,7.0,25.0,13.0,2.0,7.0,3.0,2.0,2.0
1113,21.0,25.0,19.0,39.0,16.0,3.0,14.0,7.0,10.0,9.0
1114,14.0,16.0,8.0,19.0,6.0,9.0,12.0,4.0,5.0,4.0
1115,7.0,15.0,6.0,20.0,11.0,1.0,10.0,2.0,7.0,2.0
1116,20.0,27.0,15.0,20.0,15.0,7.0,15.0,4.0,10.0,7.0
1117,11.0,18.0,8.0,37.0,21.0,4.0,9.0,7.0,7.0,4.0
1118,45.0,69.0,25.0,47.0,31.0,7.0,17.0,6.0,22.0,16.0
1119,13.0,15.0,10.0,40.0,16.0,5.0,11.0,3.0,,1.0
1120,21.0,31.0,11.0,45.0,29.0,2.0,23.0,5.0,11.0,4.0
1121,13.0,6.0,11.0,18.0,21.0,3.0,7.0,3.0,1.0,
1122,7.0,9.0,7.0,10.0,10.0,6.0,7.0,,2.0,
1123,7.0,9.0,7.0,10.0,10.0,6.0,7.0,,2.0,
1124,25.0,26.0,14.0,45.0,24.0,3.0,28.0,6.0,9.0,3.0
1125,24.0,28.0,14.0,43.0,19.0,2.0,27.0,5.0,10.0,4.0
1126,10.0,19.0,5.0,23.0,12.0,4.0,10.0,4.0,6.0,2.0
1127,10.0,15.0,8.0,14.0,13.0,2.0,8.0,1.0,4.0,2.0
1128,11.0,14.0,3.0,14.0,14.0,3.0,9.0,2.0,6.0,
1129,12.0,22.0,10.0,38.0,22.0,4.0,19.0,5.0,7.0,4.0
1130,13.0,27.0,11.0,43.0,24.0,4.0,20.0,5.0,10.0,5.0
1131,4.0,6.0,1.0,21.0,13.0,1.0,12.0,7.0,1.0,
1132,13.0,20.0,8.0,33.0,16.0,1.0,19.0,6.0,5.0,
1133,5.0,6.0,3.0,12.0,11.0,,10.0,2.0,2.0,1.0
1134,5.0,6.0,3.0,12.0,11.0,,10.0,2.0,2.0,1.0
1135,18.0,17.0,8.0,10.0,16.0,4.0,7.0,3.0,2.0,
1136,20.0,35.0,13.0,37.0,34.0,2.0,20.0,6.0,13.0,3.0
1137,36.0,17.0,3.0,85.0,52.0,6.0,38.0,18.0,1.0,1.0
1138,12.0,11.0,9.0,17.0,14.0,2.0,7.0,4.0,4.0,5.0
1139,27.0,30.0,14.0,38.0,27.0,7.0,22.0,10.0,10.0,3.0
1140,27.0,30.0,14.0,38.0,27.0,7.0,22.0,10.0,10.0,3.0
1141,7.0,9.0,4.0,23.0,12.0,3.0,11.0,3.0,1.0,
1142,29.0,31.0,25.0,62.0,33.0,8.0,29.0,9.0,6.0,4.0
1143,6.0,5.0,2.0,34.0,23.0,1.0,10.0,3.0,5.0,2.0
1144,19.0,28.0,17.0,50.0,15.0,7.0,26.0,14.0,8.0,9.0
1145,29.0,31.0,25.0,58.0,30.0,8.0,28.0,8.0,6.0,4.0
1146,10.0,18.0,12.0,25.0,12.0,2.0,19.0,5.0,6.0,3.0
1147,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
1148,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
1149,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
1150,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
1151,4.0,9.0,2.0,19.0,8.0,5.0,8.0,6.0,2.0,1.0
1152,4.0,9.0,2.0,19.0,8.0,5.0,8.0,6.0,2.0,1.0
1153,17.0,25.0,14.0,43.0,14.0,4.0,18.0,10.0,6.0,5.0
1154,6.0,9.0,4.0,37.0,15.0,5.0,17.0,11.0,1.0,3.0
1155,6.0,9.0,7.0,8.0,10.0,3.0,5.0,1.0,2.0,2.0
1156,20.0,15.0,13.0,19.0,15.0,2.0,12.0,2.0,3.0,3.0
1157,23.0,27.0,13.0,36.0,23.0,4.0,12.0,3.0,8.0,3.0
1158,23.0,27.0,13.0,36.0,23.0,4.0,12.0,3.0,8.0,3.0
1159,6.0,17.0,8.0,26.0,16.0,8.0,10.0,6.0,8.0,2.0
1160,6.0,17.0,8.0,26.0,16.0,8.0,10.0,6.0,8.0,2.0
1161,5.0,8.0,5.0,21.0,9.0,1.0,6.0,3.0,,
1162,11.0,16.0,3.0,36.0,15.0,3.0,17.0,9.0,9.0,3.0
1163,17.0,12.0,5.0,13.0,15.0,1.0,7.0,2.0,3.0,2.0
1164,7.0,5.0,6.0,9.0,5.0,1.0,6.0,2.0,,1.0
1165,7.0,5.0,6.0,9.0,5.0,1.0,6.0,2.0,,1.0
1166,18.0,25.0,12.0,16.0,13.0,4.0,9.0,4.0,5.0,4.0
1167,3.0,4.0,2.0,17.0,12.0,3.0,6.0,2.0,,
1168,32.0,40.0,23.0,43.0,19.0,6.0,17.0,9.0,12.0,12.0
1169,31.0,39.0,22.0,44.0,19.0,6.0,18.0,9.0,12.0,12.0
1170,31.0,39.0,22.0,44.0,19.0,6.0,18.0,9.0,12.0,12.0
1171,32.0,39.0,23.0,42.0,19.0,6.0,19.0,9.0,12.0,12.0
1172,61.0,84.0,48.0,93.0,53.0,21.0,44.0,26.0,31.0,18.0
1173,10.0,15.0,12.0,33.0,17.0,3.0,10.0,7.0,3.0,2.0
1174,22.0,19.0,9.0,41.0,12.0,4.0,19.0,2.0,8.0,1.0
1175,24.0,29.0,16.0,51.0,33.0,7.0,25.0,7.0,12.0,8.0
1176,171.0,228.0,127.0,370.0,194.0,47.0,138.0,61.0,43.0,27.0
1177,20.0,13.0,6.0,60.0,29.0,4.0,27.0,11.0,7.0,4.0
1178,26.0,28.0,14.0,29.0,14.0,5.0,13.0,4.0,4.0,7.0
1179,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
1180,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
1181,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
1182,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
1183,24.0,36.0,18.0,49.0,15.0,4.0,17.0,14.0,8.0,8.0
1184,9.0,17.0,4.0,14.0,11.0,6.0,10.0,2.0,2.0,1.0
1185,23.0,26.0,13.0,30.0,28.0,6.0,10.0,5.0,4.0,7.0
1186,44.0,65.0,28.0,57.0,35.0,13.0,25.0,18.0,9.0,13.0
1187,5.0,18.0,9.0,28.0,19.0,5.0,21.0,2.0,5.0,1.0
1188,8.0,10.0,4.0,22.0,11.0,1.0,6.0,2.0,2.0,
1189,16.0,22.0,8.0,52.0,31.0,4.0,12.0,9.0,2.0,1.0
1190,17.0,25.0,9.0,33.0,18.0,5.0,22.0,7.0,6.0,5.0
1191,59.0,87.0,39.0,175.0,104.0,22.0,68.0,31.0,30.0,22.0
1192,18.0,27.0,11.0,33.0,15.0,5.0,10.0,6.0,8.0,5.0
1193,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
1194,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
1195,23.0,30.0,16.0,24.0,15.0,12.0,18.0,3.0,11.0,7.0
1196,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
1197,23.0,30.0,16.0,24.0,15.0,12.0,18.0,3.0,11.0,7.0
1198,23.0,28.0,15.0,28.0,17.0,5.0,11.0,4.0,7.0,5.0
1199,39.0,52.0,29.0,38.0,23.0,14.0,24.0,7.0,17.0,13.0
1200,13.0,13.0,10.0,34.0,16.0,7.0,16.0,3.0,2.0,2.0
1201,18.0,17.0,11.0,21.0,16.0,7.0,15.0,6.0,5.0,3.0
1202,18.0,17.0,11.0,21.0,16.0,7.0,15.0,6.0,5.0,3.0
1203,9.0,12.0,6.0,28.0,11.0,1.0,12.0,5.0,1.0,1.0
1204,15.0,16.0,7.0,31.0,24.0,2.0,16.0,5.0,6.0,2.0
1205,29.0,37.0,18.0,25.0,18.0,11.0,18.0,5.0,11.0,9.0
1206,14.0,16.0,7.0,30.0,15.0,5.0,19.0,1.0,3.0,7.0
1207,2.0,9.0,3.0,24.0,7.0,5.0,5.0,4.0,3.0,1.0
1208,2.0,9.0,3.0,24.0,7.0,5.0,5.0,4.0,3.0,1.0
1209,38.0,47.0,27.0,28.0,32.0,16.0,29.0,3.0,11.0,4.0
1210,30.0,36.0,24.0,33.0,26.0,2.0,13.0,4.0,8.0,7.0
1211,30.0,36.0,24.0,33.0,26.0,2.0,13.0,4.0,8.0,7.0
1212,7.0,10.0,5.0,13.0,15.0,3.0,16.0,4.0,,
1213,7.0,10.0,3.0,14.0,8.0,1.0,4.0,4.0,1.0,
1214,9.0,15.0,8.0,26.0,24.0,4.0,16.0,4.0,8.0,5.0
1215,25.0,28.0,23.0,23.0,17.0,5.0,17.0,3.0,11.0,5.0
1216,21.0,24.0,15.0,44.0,25.0,6.0,18.0,6.0,7.0,1.0
1217,15.0,16.0,8.0,33.0,11.0,4.0,14.0,7.0,2.0,2.0
1218,24.0,29.0,15.0,65.0,40.0,8.0,26.0,12.0,8.0,5.0
1219,13.0,26.0,12.0,30.0,23.0,4.0,25.0,5.0,11.0,2.0
1220,18.0,22.0,10.0,50.0,23.0,5.0,16.0,7.0,7.0,3.0
1221,12.0,21.0,14.0,40.0,21.0,4.0,22.0,8.0,2.0,1.0
1222,17.0,21.0,9.0,54.0,27.0,5.0,17.0,9.0,6.0,3.0
1223,17.0,21.0,9.0,54.0,27.0,5.0,17.0,9.0,6.0,3.0
1224,17.0,21.0,9.0,54.0,27.0,5.0,17.0,9.0,6.0,3.0
1225,17.0,21.0,9.0,54.0,27.0,5.0,17.0,9.0,6.0,3.0
1226,6.0,10.0,2.0,24.0,11.0,2.0,10.0,1.0,3.0,1.0
1227,40.0,49.0,25.0,76.0,34.0,13.0,40.0,15.0,21.0,13.0
1228,40.0,49.0,25.0,76.0,34.0,13.0,40.0,15.0,21.0,13.0
1229,7.0,12.0,5.0,21.0,8.0,7.0,13.0,11.0,3.0,3.0
1230,7.0,12.0,5.0,21.0,8.0,7.0,13.0,11.0,3.0,3.0
1231,10.0,19.0,7.0,22.0,14.0,5.0,11.0,6.0,4.0,5.0
1232,10.0,19.0,7.0,22.0,14.0,5.0,11.0,6.0,4.0,5.0
1233,8.0,12.0,5.0,23.0,10.0,7.0,14.0,11.0,3.0,3.0
1234,13.0,17.0,11.0,24.0,14.0,4.0,9.0,3.0,7.0,9.0
1235,13.0,17.0,11.0,24.0,14.0,4.0,9.0,3.0,7.0,9.0
1236,19.0,22.0,11.0,35.0,21.0,3.0,14.0,4.0,10.0,5.0
1237,15.0,18.0,11.0,29.0,21.0,,9.0,1.0,8.0,5.0
1238,7.0,12.0,7.0,19.0,17.0,1.0,7.0,2.0,3.0,1.0
1239,17.0,18.0,11.0,32.0,18.0,1.0,11.0,3.0,8.0,5.0
1240,7.0,12.0,7.0,19.0,17.0,1.0,7.0,2.0,3.0,1.0
1241,18.0,27.0,16.0,56.0,33.0,5.0,31.0,8.0,11.0,8.0
1242,18.0,27.0,16.0,56.0,33.0,5.0,31.0,8.0,11.0,8.0
1243,31.0,20.0,11.0,56.0,35.0,2.0,18.0,8.0,7.0,4.0
1244,31.0,20.0,11.0,56.0,35.0,2.0,18.0,8.0,7.0,4.0
1245,15.0,22.0,17.0,55.0,24.0,7.0,18.0,15.0,2.0,5.0
1246,26.0,30.0,15.0,37.0,26.0,6.0,18.0,10.0,10.0,4.0
1247,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1248,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1249,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1250,12.0,11.0,13.0,14.0,11.0,3.0,8.0,2.0,2.0,2.0
1251,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1252,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1253,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1254,24.0,32.0,15.0,48.0,30.0,8.0,33.0,8.0,10.0,7.0
1255,18.0,19.0,11.0,44.0,31.0,12.0,23.0,12.0,6.0,3.0
1256,18.0,21.0,12.0,27.0,12.0,2.0,10.0,4.0,5.0,2.0
1257,16.0,16.0,12.0,29.0,18.0,2.0,19.0,2.0,5.0,1.0
1258,16.0,16.0,12.0,29.0,18.0,2.0,19.0,2.0,5.0,1.0
1259,16.0,16.0,12.0,29.0,18.0,2.0,19.0,2.0,5.0,1.0
1260,16.0,16.0,12.0,29.0,18.0,2.0,19.0,2.0,5.0,1.0
1261,12.0,19.0,10.0,37.0,28.0,,15.0,4.0,2.0,
1262,8.0,13.0,6.0,40.0,26.0,13.0,23.0,14.0,2.0,3.0
1263,48.0,51.0,33.0,113.0,69.0,15.0,55.0,17.0,20.0,14.0
1264,5.0,12.0,5.0,26.0,8.0,7.0,15.0,7.0,7.0,3.0
1265,23.0,30.0,12.0,41.0,26.0,7.0,18.0,8.0,12.0,5.0
1266,25.0,40.0,23.0,40.0,20.0,4.0,11.0,7.0,6.0,7.0
1267,41.0,76.0,34.0,100.0,51.0,12.0,45.0,14.0,32.0,17.0
1268,5.0,5.0,4.0,49.0,36.0,6.0,16.0,9.0,,
1269,13.0,15.0,8.0,47.0,28.0,6.0,17.0,8.0,1.0,1.0
1270,17.0,22.0,11.0,16.0,13.0,4.0,9.0,4.0,4.0,4.0
1271,8.0,18.0,7.0,27.0,20.0,2.0,11.0,,,1.0
1272,16.0,20.0,9.0,34.0,13.0,10.0,23.0,10.0,1.0,4.0
1273,17.0,21.0,8.0,14.0,7.0,5.0,7.0,,4.0,4.0
1274,229.0,283.0,137.0,249.0,154.0,59.0,174.0,43.0,184.0,66.0
1275,155.0,187.0,90.0,161.0,99.0,37.0,111.0,18.0,128.0,45.0
1276,26.0,38.0,18.0,26.0,15.0,9.0,20.0,3.0,4.0,4.0
1277,44.0,45.0,18.0,22.0,14.0,8.0,12.0,7.0,11.0,8.0
1278,28.0,32.0,10.0,50.0,29.0,7.0,16.0,9.0,4.0,7.0
1279,28.0,32.0,10.0,52.0,30.0,7.0,16.0,9.0,4.0,7.0
1280,68.0,102.0,47.0,77.0,43.0,9.0,52.0,14.0,23.0,24.0
1281,68.0,102.0,47.0,78.0,44.0,9.0,52.0,14.0,23.0,24.0
1282,6.0,8.0,7.0,20.0,11.0,4.0,8.0,3.0,2.0,3.0
1283,29.0,36.0,17.0,31.0,26.0,8.0,13.0,14.0,14.0,9.0
1284,33.0,42.0,23.0,36.0,34.0,11.0,16.0,17.0,18.0,10.0
1285,23.0,40.0,14.0,24.0,16.0,8.0,14.0,9.0,9.0,9.0
1286,23.0,24.0,15.0,24.0,22.0,9.0,13.0,4.0,5.0,6.0
1287,23.0,24.0,15.0,24.0,22.0,9.0,13.0,4.0,5.0,6.0
1288,23.0,24.0,15.0,24.0,22.0,9.0,13.0,4.0,5.0,6.0
1289,23.0,24.0,15.0,24.0,22.0,9.0,13.0,4.0,5.0,6.0
1290,12.0,14.0,8.0,7.0,4.0,4.0,7.0,1.0,6.0,4.0
